let geocoded_ice = 
`recipient_name,total_obligated_amount,Country,Address,County,City,State,"Zip4 Code","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"HAWAIIAN TELCOM SERVICES COMPANY, INC",247484.85,USA,"1177 BISHOP ST # 11",HONOLULU,HONOLULU,HI,968132808,21.309702,-157.859079,1,rooftop,"1177 Bishop St","Ste 11","Honolulu, HI 96813",1177,"Bishop St",Ste,11,Honolulu,HI,"Honolulu County",96813,US,"Honolulu (City of Honolulu)"
"AQUILA FITNESS CONSULTING SYSTEMS LTD",246208,USA,"1221 BRICKELL AVE STE 1060",MIAMI,MIAMI-DADE,FL,331313258,25.761411,-80.191773,1,rooftop,"1221 Brickell Ave","Ste 1060","Miami, FL 33131",1221,"Brickell Ave",Ste,1060,Miami,FL,"Miami-Dade County",33131,US,"City of Miami"
"24/7 ENTERPRISES, LLC",245760.66,USA,"187 MILL LN",MOUNTAINSIDE,UNION,NJ,70922311,40.681306,-74.338649,1,rooftop,"187 Mill Ln",,"Mountainside, NJ 07092",187,"Mill Ln",,,Mountainside,NJ,"Union County",07092,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"SYSTRAN SOFTWARE, INC.",245696.25,USA,"1615 MURRAY CANYON RD STE 560","SAN DIEGO","SAN DIEGO",CA,921084322,32.775278,-117.157581,1,rooftop,"1615 Murray Canyon Rd","Ste 560","San Diego, CA 92108",1615,"Murray Canyon Rd",Ste,560,"San Diego",CA,"San Diego County",92108,US,"City of San Diego (ODC PDDL)"
"MK2 TECHNOLOGIES LLC",244124.79,USA,"8601 N BLACK CANYON HWY",PHOENIX,MARICOPA,AZ,850214109,33.562172,-112.114939,1,rooftop,"8601 N Black Canyon Hwy",,"Phoenix, AZ 85021",8601,"N Black Canyon Hwy",,,Phoenix,AZ,"Maricopa County",85021,US,Maricopa
"ORBITAL INSIGHT, INC.",240000,USA,"3000 EL CAMINO REAL BLDG 2 6TH FL","PALO ALTO","SANTA CLARA",CA,943062100,37.421423,-122.141735,1,rooftop,"3000 El Camino Real","Bldg 2","Palo Alto, CA 94306",3000,"El Camino Real",Bldg,2,"Palo Alto",CA,"Santa Clara County",94306,US,"Santa Clara (Santa Clara County)"
"RICOH USA INC",237149.29,USA,"300 EAGLEVIEW BLVD",EXTON,CHESTER,PA,193411155,40.056261,-75.669621,1,rooftop,"300 Eagleview Blvd",,"Exton, PA 19341",300,"Eagleview Blvd",,,Exton,PA,"Chester County",19341,US,Chester
"CAMBIO CONSULTING GROUP LLC",236052,USA,"17321 JEFFERSON DAVIS HWY",DUMFRIES,"PRINCE WILLIAM",VA,220262271,38.576786,-77.312373,1,rooftop,"17321 Jefferson Davis Hwy",,"Dumfries, VA 22026",17321,"Jefferson Davis Hwy",,,Dumfries,VA,"Prince William County",22026,US,"Prince William"
"COLONIAL PARKING, INC",233069.42,USA,"1050 THMS JEFRSN ST NW 100",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200073819,38.903501,-77.060406,0.88,rooftop,"1050 Thomas Jefferson St NW","Ste 100","Washington, DC 20007",1050,"Thomas Jefferson St NW",Ste,100,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"KAPSUUN GROUP, LLC",231867,USA,"10505 FURNACE RD STE 205",LORTON,FAIRFAX,VA,220792636,38.673223,-77.236232,1,rooftop,"10505 Furnace Rd","Ste 205","Lorton, VA 22079",10505,"Furnace Rd",Ste,205,Lorton,VA,"Fairfax County",22079,US,Fairfax
"COLLABWARE CORPORATION",230400,USA,"485 MASSACHUSETTS AVE",CAMBRIDGE,MIDDLESEX,MA,21394082,42.364154,-71.101293,1,rooftop,"485 Massachusetts Ave",,"Cambridge, MA 02139",485,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
"THE HIGHLANDS RANCH LAW ENFORCEMENT TRAINING FOUNDATION",227334.58,USA,"6001 RON KING TRL",LITTLETON,DOUGLAS,CO,801257603,39.494242,-104.978118,1,rooftop,"6001 Ron King Trl",,"Littleton, CO 80125",6001,"Ron King Trl",,,Littleton,CO,"Douglas County",80125,US,Douglas
"DAP CONSTRUCTION MANAGEMENT LLC",226807,USA,"708 W HAZELWOOD ST",PHOENIX,MARICOPA,AZ,850132643,33.50365,-112.082998,1,range_interpolation,"708 W Hazelwood St",,"Phoenix, AZ 85013",708,"W Hazelwood St",,,Phoenix,AZ,"Maricopa County",85013,US,"TIGER/Line® dataset from the US Census Bureau"
"HHI SERVICES, INC.",220965.3,USA,"518 E RAMSEY RD","SAN ANTONIO",BEXAR,TX,782164661,29.526941,-98.487419,1,rooftop,"518 E Ramsey Rd",,"San Antonio, TX 78216",518,"E Ramsey Rd",,,"San Antonio",TX,"Bexar County",78216,US,"City of San Antonio"
"RED ORANGE NORTH AMERICA INC.",218594.52,USA,"500 W OFFICE CTR DR","FORT WASHINGTON",MONTGOMERY,PA,190343215,40.143255,-75.17421,1,range_interpolation,"500 W Office Center Dr",,"Fort Washington, PA 19034",500,"W Office Center Dr",,,"Fort Washington",PA,"Montgomery County",19034,US,"TIGER/Line® dataset from the US Census Bureau"
"FEDERAL CONTRACTS LLC",218369,USA,"12918 N NEBRASKA AVE",TAMPA,HILLSBOROUGH,FL,336124446,28.064688,-82.451446,1,rooftop,"12918 N Nebraska Ave",,"Tampa, FL 33612",12918,"N Nebraska Ave",,,Tampa,FL,"Hillsborough County",33612,US,"Hillsborough (Hillsborough County CC BY 4.0)"
"VOUND COLORADO, LTD.",217671.36,USA,"10643 N FRANK LLOYD WRIGHT BLVD STE 101",SCOTTSDALE,MARICOPA,AZ,852592699,33.583221,-111.832394,1,rooftop,"10643 N Frank Lloyd Wright Blvd","Ste 101","Scottsdale, AZ 85259",10643,"N Frank Lloyd Wright Blvd",Ste,101,Scottsdale,AZ,"Maricopa County",85259,US,"City of Scottsdale"
"VOLEXITY, INC.",216000,USA,"7310 ESQUIRE CT STE 5B",ELKRIDGE,HOWARD,MD,210755440,39.208733,-76.727932,1,rooftop,"7310 Esquire Ct","Ste 5B","Elkridge, MD 21075",7310,"Esquire Ct",Ste,5B,Elkridge,MD,"Howard County",21075,US,"Howard (PD)"
"EXPERIAN INFORMATION SOLUTIONS, INC.",214800,USA,"475 ANTON BLVD","COSTA MESA",ORANGE,CA,926267037,33.689296,-117.872985,1,rooftop,"475 Anton Blvd",,"Costa Mesa, CA 92626",475,"Anton Blvd",,,"Costa Mesa",CA,"Orange County",92626,US,"Orange (CC0 1.0)"
"WAVEDANCER INC",213360,USA,"12015 LEE JACKSON HIGHWAY",FAIRFAX,FAIRFAX,VA,220333300,38.847554,-77.362398,0.99,range_interpolation,"12015 Lee St",,"Fairfax, VA 22030",12015,"Lee St",,,Fairfax,VA,"Fairfax County",22030,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERITEL COMMUNICATIONS CORPORATION",210590.52,USA,"7361 CALHOUN PLACE",ROCKVILLE,MONTGOMERY,MD,208552784,39.10886,-77.151193,1,rooftop,"7361 Calhoun Pl",,"Derwood, MD 20855",7361,"Calhoun Pl",,,Derwood,MD,"Montgomery County",20855,US,Montgomery
"ADVANTAGE TECHNOLOGIES, INC",209539.67,USA,"30 MILLER CIR",ARMONK,WESTCHESTER,NY,105041361,41.12577,-73.721913,1,rooftop,"30 Miller Cir",,"Armonk, NY 10504",30,"Miller Cir",,,Armonk,NY,"Westchester County",10504,US,Westchester
"ALTERNATION LLC",208091.07,USA,"6073 YOUNGFIELD ST",ARVADA,JEFFERSON,CO,800043958,39.807447,-105.142467,1,rooftop,"6073 Youngfield St",,"Arvada, CO 80004",6073,"Youngfield St",,,Arvada,CO,"Jefferson County",80004,US,"City of Arvada"
"WILDFLOWER INTERNATIONAL, LTD.",207724.69,USA,"1500 S SAINT FRANCIS DR","SANTA FE","SANTA FE",NM,875054040,35.664863,-105.956716,1,rooftop,"1500 S St Francis Dr",,"Santa Fe, NM 87505",1500,"S St Francis Dr",,,"Santa Fe",NM,"Santa Fe County",87505,US,"Statewide NM"
"CARTRIDGE SAVERS INC",207300.48,USA,"2801 COHO ST",MADISON,DANE,WI,537134531,43.032427,-89.414386,1,rooftop,"2801 Coho St",,"Madison, WI 53713",2801,"Coho St",,,Madison,WI,"Dane County",53713,US,"Wisconsin Land Information Program"
"SCIENTIFIC SALES, INC.",206594.89,USA,"130 VALLEY CT","OAK RIDGE",ANDERSON,TN,378308046,35.999647,-84.23208,1,rooftop,"130 Valley Ct",,"Oak Ridge, TN 37830",130,"Valley Ct",,,"Oak Ridge",TN,"Anderson County",37830,US,"Statewide TN"
"FEDERAL PRISON INDUSTRIES, INC",203870.61,USA,"3301 LEESTOWN RD",LEXINGTON,FAYETTE,KY,405118702,38.110283,-84.552829,1,rooftop,"3301 Leestown Rd",,"Lexington, KY 40511",3301,"Leestown Rd",,,Lexington,KY,"Fayette County",40511,US,"Lexington Fayette (Public Domain)"
"TOWN OF LANCASTER",203700,USA,"21 CENTRAL AVE STE 5",LANCASTER,ERIE,NY,140862128,42.901131,-78.669692,1,rooftop,"21 Central Ave","Ste 5","Lancaster, NY 14086",21,"Central Ave",Ste,5,Lancaster,NY,"Erie County",14086,US,Erie
"RECONROBOTICS, INC",199861.6,USA,"5251 W 73RD ST",EDINA,HENNEPIN,MN,554392221,44.869918,-93.357579,1,rooftop,"5251 73rd St W",,"Minneapolis, MN 55439",5251,"73rd St W",,,Minneapolis,MN,"Hennepin County",55439,US,Hennepin
"RB & SON GENERAL CONTRACTORS INC",198417,USA,"11442 122ND ST","SOUTH OZONE PARK",QUEENS,NY,114202023,40.678314,-73.817422,1,rooftop,"114-42 122nd St",,"South Ozone Park, NY 11420",114-42,"122nd St",,,"South Ozone Park",NY,"Queens County",11420,US,"City of New York"
"KYOCERA DOCUMENT SOLUTIONS AMERICA INC",197932.06,USA,"225 SAND RD",FAIRFIELD,ESSEX,NJ,70041575,40.892731,-74.276287,1,rooftop,"225 Sand Rd",,"Fairfield, NJ 07004",225,"Sand Rd",,,Fairfield,NJ,"Essex County",07004,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"PATRIOT COMM LLC",195653.22,USA,"304 HARRY S TRUMAN PKWY",ANNAPOLIS,"ANNE ARUNDEL",MD,214017379,38.974541,-76.556465,1,rooftop,"304 Harry S Truman Pkwy",,"Annapolis, MD 21401",304,"Harry S Truman Pkwy",,,Annapolis,MD,"Anne Arundel County",21401,US,"Anne Arundel (Anne Arundel County)"
"B & H INTERNATIONAL LLC",194384.25,USA,"4600 ASHE RD STE 311",BAKERSFIELD,KERN,CA,933132041,35.31394,-119.073939,1,rooftop,"4600 Ashe Rd","Ste 311","Bakersfield, CA 93313",4600,"Ashe Rd",Ste,311,Bakersfield,CA,"Kern County",93313,US,"City of Bakersfield"
"LOYAL SOURCE GOVERNMENT SERVICES LLC",192298.16,USA,"3680 AVALON PARK EAST BLVD., SUITE 310",ORLANDO,ORANGE,FL,328289374,28.51162,-81.154515,1,rooftop,"3680 Avalon Park East Blvd","Ste 310","Orlando, FL 32828",3680,"Avalon Park East Blvd",Ste,310,Orlando,FL,"Orange County",32828,US,"Orange (Public Domain Orange County)"
"KUB TECHNOLOGIES INC.",191750,USA,"111 RESEARCH DR",STRATFORD,"GREATER BRIDGEPORT",CT,66157126,41.173623,-73.154203,1,rooftop,"111 Research Dr",,"Stratford, CT 06615",111,"Research Dr",,,Stratford,CT,"Greater Bridgeport Planning Region",06615,US,"Town of Stratford"
"TYRRELLTECH, INC.",191476.5,USA,"9045 MAIER RD STE A",LAUREL,HOWARD,MD,207231302,39.120457,-76.824248,1,rooftop,"9045 Maier Rd","Ste A","Laurel, MD 20723",9045,"Maier Rd",Ste,A,Laurel,MD,"Howard County",20723,US,"Howard (PD)"
"CONVERGEONE SYSTEMS INTEGRATION, INC.",190774.69,USA,"1820 PRESTON PK BLVD STE 2800",PLANO,COLLIN,TX,750933685,33.024632,-96.78824,1,rooftop,"1820 Preston Park Blvd","Ste 2800","Plano, TX 75093",1820,"Preston Park Blvd",Ste,2800,Plano,TX,"Collin County",75093,US,"City of Plano"
"BOB BARKER COMPANY, INC.",188365.21,USA,"7925 PURFOY RD","FUQUAY VARINA",WAKE,NC,275268937,35.581114,-78.769671,1,rooftop,"7925 Purfoy Rd",,"Fuquay Varina, NC 27526",7925,"Purfoy Rd",,,"Fuquay Varina",NC,"Wake County",27526,US,Cary
"BOUND TREE MEDICAL LLC",187380.21,USA,"5000 TUTTLE CROSSING BLVD",DUBLIN,FRANKLIN,OH,430161534,40.077614,-83.125286,1,rooftop,"5000 Tuttle Crossing Blvd",,"Dublin, OH 43016",5000,"Tuttle Crossing Blvd",,,Dublin,OH,"Franklin County",43016,US,"City of Columbus"
"ADAPTIVE DIGITAL SYSTEMS INC",187350,USA,"20322 SW ACACIA ST STE 200","NEWPORT BEACH",ORANGE,CA,926601504,33.65818,-117.87897,1,rooftop,"20322 SW Acacia St","Ste 200","Newport Beach, CA 92660",20322,"SW Acacia St",Ste,200,"Newport Beach",CA,"Orange County",92660,US,"Orange (CC0 1.0)"
"KEYENCE CORPORATION OF AMERICA",185784.25,USA,"669 RIVER DR","ELMWOOD PARK",BERGEN,NJ,74071361,40.898083,-74.124442,1,rooftop,"669 River Dr",,"Elmwood Park, NJ 07407",669,"River Dr",,,"Elmwood Park",NJ,"Bergen County",07407,US,Bergen
"STAR ASSET SECURITY LLC",184380.08,USA,"34 FREEDOM COURT, SUITE E",GREER,GREENVILLE,SC,296504525,34.870266,-82.244803,1,rooftop,"34 E Freedom Ct","Ste E","Greer, SC 29650",34,"E Freedom Ct",Ste,E,Greer,SC,"Greenville County",29650,US,Greenville
"NEW JERSEY DEPARTMENT OF TREASURY",180200,USA,"125 W STATE ST",TRENTON,MERCER,NJ,86251101,40.220952,-74.769188,0.87,range_interpolation,"125 W State St",,"Trenton, NJ 08608",125,"W State St",,,Trenton,NJ,"Mercer County",08608,US,"TIGER/Line® dataset from the US Census Bureau"
"INCA DIGITAL FEDERAL LLC",180000,USA,"255 EAST FLAGLER STREET",MIAMI,MIAMI-DADE,FL,331311319,25.774442,-80.188966,1,rooftop,"255 E Flagler St",,"Miami, FL 33131",255,"E Flagler St",,,Miami,FL,"Miami-Dade County",33131,US,"City of Miami"
"DEDRONE DEFENSE INC.",180000,USA,"45662 TERMINAL DR",STERLING,LOUDOUN,VA,201664340,38.986452,-77.420826,1,rooftop,"45662 Terminal Dr",,"Sterling, VA 20166",45662,"Terminal Dr",,,Sterling,VA,"Loudoun County",20166,US,Loudoun
"BSK CONSULTING LLC",180000,USA,"2905 OLIVE ST NW",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200073330,38.906217,-77.058411,1,rooftop,"2905 Olive St NW",,"Washington, DC 20007",2905,"Olive St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"SOUTHERN POLICE EQUIPMENT COMPANY, INC.",177341.5,USA,"7609 MIDLOTHIAN TPKE","NORTH CHESTERFIELD",CHESTERFIELD,VA,232355223,37.498235,-77.537913,1,rooftop,"7609 Midlothian Turnpike",,"North Chesterfield, VA 23235",7609,"Midlothian Turnpike",,,"North Chesterfield",VA,"Chesterfield County",23235,US,"Virginia Geographic Information Network (VGIN)"
"STATE INDUSTRIAL PRODUCTS CORP",173696.4,USA,"5915 LANDERBROOK DR STE 300",CLEVELAND,CUYAHOGA,OH,441244034,41.505776,-81.466674,1,rooftop,"5915 Landerbrook Dr","Ste 300","Cleveland, OH 44124",5915,"Landerbrook Dr",Ste,300,Cleveland,OH,"Cuyahoga County",44124,US,Cuyahoga
"FOSTER & FREEMAN USA INC",173301.77,USA,"20145 ASHBROOK PL",ASHBURN,LOUDOUN,VA,201473373,39.059287,-77.463875,1,rooftop,"20145 Ashbrook Pl",,"Ashburn, VA 20147",20145,"Ashbrook Pl",,,Ashburn,VA,"Loudoun County",20147,US,Loudoun
"COMCAST BUSINESS COMMUNICATIONS, LLC",171967.44,USA,"1701 JOHN F KENNEDY BLVD",PHILADELPHIA,PHILADELPHIA,PA,191032838,39.954258,-75.168356,1,rooftop,"1701 John F Kennedy Blvd",,"Philadelphia, PA 19103",1701,"John F Kennedy Blvd",,,Philadelphia,PA,"Philadelphia County",19103,US,Philadelphia
"KATMAI INTEGRATED SOLUTIONS, LLC",170792,USA,"11001 O'MALLEY CENTRE DRIVE, STE 204",ANCHORAGE,ANCHORAGE,AK,995153096,61.121102,-149.86157,1,rooftop,"11001 O'malley Centre Dr","Ste 204","Anchorage, AK 99515",11001,"O'malley Centre Dr",Ste,204,Anchorage,AK,"Anchorage Municipality",99515,US,"Anchorage (Municipality of Anchorage)"
"OCTASIC US INC.",167530,USA,"310 N. WICKHAM RD STE 102",MELBOURNE,BREVARD,FL,329358623,28.11204,-80.672985,1,rooftop,"310 N Wickham Rd","Ste 102","Melbourne, FL 32935",310,"N Wickham Rd",Ste,102,Melbourne,FL,"Brevard County",32935,US,"Brevard (Brevard County)"
"K&L MICROWAVE LLC",167500,USA,"2300 NORTHWOOD DR",SALISBURY,WICOMICO,MD,218017807,38.408118,-75.577405,1,rooftop,"2300 Northwood Dr",,"Salisbury, MD 21801",2300,"Northwood Dr",,,Salisbury,MD,"Wicomico County",21801,US,Wicomico
"UNISON VIRTUAL ACQUISITION OFFICE LLC",165737.24,USA,"21251 RIDGETOP CIR",DULLES,LOUDOUN,VA,201666644,39.02879,-77.413451,1,rooftop,"21251 Ridgetop Cir",,"Sterling, VA 20166",21251,"Ridgetop Cir",,,Sterling,VA,"Loudoun County",20166,US,Loudoun
"O'REILLY MEDIA, INC.",165182,USA,"1005 GRAVINSTEIN HWY N",SEBASTOPOL,SONOMA,CA,954722811,38.411461,-122.840887,1,rooftop,"1005 Hwy 116 N",,"Sebastopol, CA 95472",1005,"Hwy 116 N",,,Sebastopol,CA,"Sonoma County",95472,US,"Sonoma (County of Sonoma Sonoma County)"
"DARBONNIER TACTICAL SUPPLY LLC",163980,USA,"951 NE 21ST CT","OAK HARBOR",ISLAND,WA,982772715,48.315352,-122.646235,0.9,rooftop,"951 NE CT-21",,"Oak Harbor, WA 98277",951,"NE CT-21",,,"Oak Harbor",WA,"Island County",98277,US,"Statewide WA"
"H. L. DALIS, INC.",163816,USA,"3535 24TH ST",ASTORIA,QUEENS,NY,111064416,40.759403,-73.933426,1,rooftop,"35-35 24th St",,"Astoria, NY 11106",35-35,"24th St",,,Astoria,NY,"Queens County",11106,US,"City of New York"
"ERAD GROUP, INC.",162500,USA,"5301 ALPHA RD STE 80-17",DALLAS,DALLAS,TX,752404355,32.933847,-96.817121,1,rooftop,"5301 Alpha Rd","Ste 80-17","Dallas, TX 75240",5301,"Alpha Rd",Ste,80-17,Dallas,TX,"Dallas County",75240,US,"City of Dallas"
"SAN DIEGO ASSOCIATION OF GOVERNMENTS",162441,USA,"401 B STE 800","SAN DIEGO","SAN DIEGO",CA,921014231,32.717918,-117.16649,0.93,range_interpolation,"401 W B St","Ste 800","San Diego, CA 92101",401,"W B St",Ste,800,"San Diego",CA,"San Diego County",92101,US,"TIGER/Line® dataset from the US Census Bureau"
"HR ANEW, INC.",161450,USA,"10015 OLD COLUMBIA RD STE B215",COLUMBIA,HOWARD,MD,210461865,39.173497,-76.858442,1,rooftop,"10015 Old Columbia Rd","Ste B215","Columbia, MD 21046",10015,"Old Columbia Rd",Ste,B215,Columbia,MD,"Howard County",21046,US,"Howard (PD)"
"GEE WHIZ SOFTWARE, LLC",159201,USA,"6540 MULBERRY ST","SAN DIEGO","SAN DIEGO",CA,921141505,32.726811,-117.057388,1,rooftop,"6540 Mulberry St",,"San Diego, CA 92114",6540,"Mulberry St",,,"San Diego",CA,"San Diego County",92114,US,"City of San Diego (ODC PDDL)"
"A&B CONSTRUCTION, LLC",158216.05,USA,"3512 PRINCESS ANN ST",MONTGOMERY,MONTGOMERY,AL,361091534,32.396378,-86.25385,1,rooftop,"3512 Princess Ann St",,"Montgomery, AL 36109",3512,"Princess Ann St",,,Montgomery,AL,"Montgomery County",36109,US,"City of Montgomery"
"TIDEWATER DISTRIBUTORS LLC",157160.82,USA,"700 TIDEWATER DRIVE",NORFOLK,"NORFOLK (CITY)",VA,235043324,36.850619,-76.275653,1,rooftop,"700 Tidewater Dr",,"Norfolk, VA 23504",700,"Tidewater Dr",,,Norfolk,VA,"Norfolk City",23504,US,"City of Norfolk"
"CAUDENA CORP",156000,USA,"225 CHERRY ST APT 42L","NEW YORK","NEW YORK",NY,100025586,40.71082,-73.991082,1,rooftop,"225 Cherry St","Apt 42L","New York, NY 10002",225,"Cherry St",Apt,42L,"New York",NY,"New York County",10002,US,"City of New York"
"ASSETFORFEITURELAW, LLC",156000,USA,"10609 RACHEL YATES CT",LAUREL,HOWARD,MD,207235729,39.158154,-76.873042,1,rooftop,"10609 Rachel Yates Ct",,"Laurel, MD 20723",10609,"Rachel Yates Ct",,,Laurel,MD,"Howard County",20723,US,"Howard (PD)"
"ADVANCED MATERIAL HANDLING LLC",155710,USA,"6000 PLUMMER RD SW",ATLANTA,FULTON,GA,303362939,33.710584,-84.580874,0.95,rooftop,"6000 Plummer Rd",,"Atlanta, GA 30336",6000,"Plummer Rd",,,Atlanta,GA,"Fulton County",30336,US,"Fulton (Fulton County)"
"CUMMINS ALLISON CORP",153680,USA,"852 FEEHANVILLE DR","MOUNT PROSPECT",COOK,IL,600566001,42.07612,-87.922131,1,rooftop,"852 Feehanville Dr",,"Mount Prospect, IL 60056",852,"Feehanville Dr",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"XENTURIS LLC",153624.5,USA,"3010 SANTA FE CT",MISSOULA,MISSOULA,MT,598081730,46.886141,-114.033969,1,rooftop,"3010 Santa Fe Ct",,"Missoula, MT 59808",3010,"Santa Fe Ct",,,Missoula,MT,"Missoula County",59808,US,"Montana State Library"
"HRWORX, LLC",151470,USA,"112 MACHRIE",WILLIAMSBURG,"JAMES CITY",VA,231887427,37.291811,-76.782733,1,rooftop,"112 Machrie",,"Williamsburg, VA 23188",112,Machrie,,,Williamsburg,VA,"James City County",23188,US,"James City"
"908 DEVICES INC",151251.35,USA,"645 SUMMER ST",BOSTON,SUFFOLK,MA,22102135,42.341796,-71.040379,1,rooftop,"645 Summer St",,"Boston, MA 02210",645,"Summer St",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
"CIPHERTRACE INC",150000,USA,"1119 THE DALLES AVE",SUNNYVALE,"SANTA CLARA",CA,940873814,37.345069,-122.060541,1,rooftop,"1119 The Dalles Ave",,"Sunnyvale, CA 94087",1119,"The Dalles Ave",,,Sunnyvale,CA,"Santa Clara County",94087,US,"City of Sunnyvale"
"TRI-TECH FORENSICS, INC.",149935.07,USA,"8770 TRADE ST NE",LELAND,BRUNSWICK,NC,284518894,34.260467,-78.066249,1,rooftop,"8770 Trade St NE",,"Leland, NC 28451",8770,"Trade St NE",,,Leland,NC,"Brunswick County",28451,US,Brunswick
"SIRONA DENTAL, INC.",148333.2,USA,"30-30 47TH AVE STE 500","LONG ISLAND CITY",QUEENS,NY,111013492,40.742977,-73.936484,1,rooftop,"30-30 47th Ave","Ste 500","Long Island City, NY 11101",30-30,"47th Ave",Ste,500,"Long Island City",NY,"Queens County",11101,US,"City of New York"
"THE BLACK DIAMOND GUN CLUB",147618.5,USA,"34816 ENUMCLAW BLACK DIAMOND RD SE","BLACK DIAMOND",KING,WA,980109719,47.289203,-121.991349,1,rooftop,"34816 Enumclaw Black Diamond Rd SE",,"Black Diamond, WA 98010",34816,"Enumclaw Black Diamond Rd SE",,,"Black Diamond",WA,"King County",98010,US,King
"BETTER DIRECT, LLC",147589.09,USA,"2425 E UNIVERSITY DR",TEMPE,MARICOPA,AZ,852813110,33.421684,-111.886106,1,rooftop,"2425 E University Dr",,"Tempe, AZ 85281",2425,"E University Dr",,,Tempe,AZ,"Maricopa County",85281,US,"Statewide AZ"
"GENERAC POWER SYSTEMS, INC.",144585,USA,"S45W29290 STATE ROAD 59",WAUKESHA,WAUKESHA,WI,531899071,42.962525,-88.333528,1,rooftop,"S45W29290 State Road 59",,"Waukesha, WI 53189",S45W29290,"State Road 59",,,Waukesha,WI,"Waukesha County",53189,US,Waukesha
"ORSA TECHNOLOGIES LLC",143740.6,USA,"15035 N 75TH ST",SCOTTSDALE,MARICOPA,AZ,85260,33.623283,-111.916022,1,rooftop,"15035 N 75th St",,"Scottsdale, AZ 85260",15035,"N 75th St",,,Scottsdale,AZ,"Maricopa County",85260,US,"City of Scottsdale"
"MRM EEO SERVICES, INC",143125,USA,"3031 NANTUCKET CV NE",CONYERS,ROCKDALE,GA,300122665,33.713538,-83.941634,1,rooftop,"3031 Nantucket Cv NE",,"Conyers, GA 30012",3031,"Nantucket Cv NE",,,Conyers,GA,"Rockdale County",30012,US,Rockdale
"CERIFI LLC",142500,USA,"3625 BROOKSIDE PKWY",ALPHARETTA,FULTON,GA,300223783,34.064261,-84.255784,1,rooftop,"3625 Brookside Pkwy",,"Alpharetta, GA 30022",3625,"Brookside Pkwy",,,Alpharetta,GA,"Fulton County",30022,US,"City of Alpharetta"
"SPECIALTY VEHICLE SOLUTIONS, LLC",142169.79,USA,"262 N OTTERDALE RD",MIDLOTHIAN,CHESTERFIELD,VA,231136509,37.512156,-77.677937,1,rooftop,"262 N Otterdale Rd",,"Midlothian, VA 23113",262,"N Otterdale Rd",,,Midlothian,VA,"Chesterfield County",23113,US,"Virginia Geographic Information Network (VGIN)"
"RAMSEY ELECTRONICS, LLC",140856,USA,"590 FISHERS STATION DR # 3",VICTOR,ONTARIO,NY,145649744,43.010057,-77.451356,1,rooftop,"590 Fishers Station Dr",3,"Victor, NY 14564",590,"Fishers Station Dr",,3,Victor,NY,"Ontario County",14564,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"SAMPSON PARTNERS LLC",140770.5,USA,"22 LAUGHING GULL LN","PALM COAST",FLAGLER,FL,321372461,29.65532,-81.211316,1,rooftop,"22 Laughing Gull Ln",,"Palm Coast, FL 32137",22,"Laughing Gull Ln",,,"Palm Coast",FL,"Flagler County",32137,US,Flagler
"COUNTY OF OAKLAND",138904.5,USA,"1200 N TELEGRAPH RD DEPT 470",PONTIAC,OAKLAND,MI,483411036,42.654035,-83.321119,1,rooftop,"1200 N Telegraph Rd","Dept 470","Pontiac, MI 48341",1200,"N Telegraph Rd",Dept,470,Pontiac,MI,"Oakland County",48341,US,Semcog
"XY-SYSTEMS, INC.",138271,USA,"1633 WESTWOOD BLVD","LOS ANGELES","LOS ANGELES",CA,900245603,34.05222,-118.43935,1,rooftop,"1633 S Westwood Blvd",,"Los Angeles, CA 90024",1633,"S Westwood Blvd",,,"Los Angeles",CA,"Los Angeles County",90024,US,"City of Los Angeles (CC0 1.0)"
"WEST PUBLISHING CORPORATION",137729.64,USA,"2900 AMES CROSSING RD STE 100",EAGAN,DAKOTA,MN,551212498,44.851884,-93.108761,1,rooftop,"2900 Ames Crossing Rd","Ste 100","Saint Paul, MN 55121",2900,"Ames Crossing Rd",Ste,100,"Saint Paul",MN,"Dakota County",55121,US,Dakota
"PAUL LEE",136032.78,USA,"1800 JOHN F KENNEDY BLVD STE 300",PHILADELPHIA,PHILADELPHIA,PA,191037402,39.95401,-75.170273,1,rooftop,"1800 John F Kennedy Blvd","Ste 300","Philadelphia, PA 19103",1800,"John F Kennedy Blvd",Ste,300,Philadelphia,PA,"Philadelphia County",19103,US,Philadelphia
